Date,Humidity
2019-06-05 17:00:00 UTC,68
2019-06-05 18:00:00 UTC,73
2019-06-05 19:00:00 UTC,69
2019-06-05 20:00:00 UTC,74
2019-06-05 21:00:00 UTC,77
2019-06-05 22:00:00 UTC,79
2019-06-05 23:00:00 UTC,81
2019-06-06 00:00:00 UTC,81
2019-06-06 01:00:00 UTC,82
2019-06-06 02:00:00 UTC,83
2019-06-06 03:00:00 UTC,84
2019-06-06 04:00:00 UTC,84
2019-06-06 05:00:00 UTC,85
2019-06-06 06:00:00 UTC,83
2019-06-06 07:00:00 UTC,74
2019-06-06 08:00:00 UTC,75
2019-06-06 09:00:00 UTC,74
2019-06-06 10:00:00 UTC,73
2019-06-06 11:00:00 UTC,72
2019-06-06 12:00:00 UTC,72
2019-06-06 13:00:00 UTC,74
2019-06-06 14:00:00 UTC,76
2019-06-06 15:00:00 UTC,80
2019-06-06 16:00:00 UTC,82
2019-06-06 17:00:00 UTC,84
2019-06-06 18:00:00 UTC,85
2019-06-06 19:00:00 UTC,81
2019-06-06 20:00:00 UTC,84
2019-06-06 21:00:00 UTC,88
2019-06-06 22:00:00 UTC,91
2019-06-06 23:00:00 UTC,94
2019-06-07 00:00:00 UTC,96
2019-06-07 01:00:00 UTC,96
2019-06-07 02:00:00 UTC,96
2019-06-07 03:00:00 UTC,95
2019-06-07 04:00:00 UTC,95
2019-06-07 05:00:00 UTC,94
2019-06-07 06:00:00 UTC,94
2019-06-07 07:00:00 UTC,92
2019-06-07 08:00:00 UTC,90
2019-06-07 09:00:00 UTC,89
2019-06-07 10:00:00 UTC,86
2019-06-07 11:00:00 UTC,84
2019-06-07 12:00:00 UTC,83
2019-06-07 13:00:00 UTC,82
2019-06-07 14:00:00 UTC,82
2019-06-07 15:00:00 UTC,82
2019-06-07 16:00:00 UTC,81
2019-06-07 17:00:00 UTC,81
2019-06-07 18:00:00 UTC,84
2019-06-07 19:00:00 UTC,74
2019-06-07 20:00:00 UTC,77
2019-06-07 21:00:00 UTC,79
2019-06-07 22:00:00 UTC,81
2019-06-07 23:00:00 UTC,82
2019-06-08 00:00:00 UTC,84
2019-06-08 01:00:00 UTC,85
2019-06-08 02:00:00 UTC,87
2019-06-08 03:00:00 UTC,88
2019-06-08 04:00:00 UTC,89
2019-06-08 05:00:00 UTC,90
2019-06-08 06:00:00 UTC,88
2019-06-08 07:00:00 UTC,84
2019-06-08 08:00:00 UTC,76
2019-06-08 09:00:00 UTC,71
2019-06-08 10:00:00 UTC,69
2019-06-08 11:00:00 UTC,66
2019-06-08 12:00:00 UTC,61
2019-06-08 13:00:00 UTC,57
2019-06-08 14:00:00 UTC,55
2019-06-08 15:00:00 UTC,60
2019-06-08 16:00:00 UTC,62
2019-06-08 17:00:00 UTC,61
2019-06-08 18:00:00 UTC,66
2019-06-08 19:00:00 UTC,76
2019-06-08 20:00:00 UTC,78
2019-06-08 21:00:00 UTC,79
2019-06-08 22:00:00 UTC,81
2019-06-08 23:00:00 UTC,82
2019-06-09 00:00:00 UTC,83
2019-06-09 01:00:00 UTC,85
2019-06-09 02:00:00 UTC,85
2019-06-09 03:00:00 UTC,86
2019-06-09 04:00:00 UTC,87
2019-06-09 05:00:00 UTC,86
2019-06-09 06:00:00 UTC,87
2019-06-09 07:00:00 UTC,81
2019-06-09 08:00:00 UTC,71
2019-06-09 09:00:00 UTC,65
2019-06-09 10:00:00 UTC,59
2019-06-09 11:00:00 UTC,54
2019-06-09 12:00:00 UTC,54
2019-06-09 13:00:00 UTC,53
2019-06-09 14:00:00 UTC,54
2019-06-09 15:00:00 UTC,55
2019-06-09 16:00:00 UTC,54
2019-06-09 17:00:00 UTC,57
2019-06-09 18:00:00 UTC,61
2019-06-09 19:00:00 UTC,80
2019-06-09 20:00:00 UTC,81
2019-06-09 21:00:00 UTC,82
2019-06-09 22:00:00 UTC,84
2019-06-09 23:00:00 UTC,86
2019-06-10 00:00:00 UTC,87
2019-06-10 01:00:00 UTC,86
2019-06-10 02:00:00 UTC,85
2019-06-10 03:00:00 UTC,86
2019-06-10 04:00:00 UTC,86
2019-06-10 05:00:00 UTC,87
2019-06-10 06:00:00 UTC,88
2019-06-10 07:00:00 UTC,87
2019-06-10 08:00:00 UTC,82
2019-06-10 09:00:00 UTC,76
2019-06-10 10:00:00 UTC,73
2019-06-10 11:00:00 UTC,71
2019-06-10 12:00:00 UTC,70
2019-06-10 13:00:00 UTC,70
2019-06-10 14:00:00 UTC,71
2019-06-10 15:00:00 UTC,71
2019-06-10 16:00:00 UTC,73
2019-06-10 17:00:00 UTC,71
2019-06-10 18:00:00 UTC,75
2019-06-10 19:00:00 UTC,82
2019-06-10 20:00:00 UTC,84
2019-06-10 21:00:00 UTC,86
2019-06-10 22:00:00 UTC,87
2019-06-10 23:00:00 UTC,87
2019-06-11 00:00:00 UTC,86
2019-06-11 01:00:00 UTC,86
2019-06-11 02:00:00 UTC,87
2019-06-11 03:00:00 UTC,88
2019-06-11 04:00:00 UTC,89
2019-06-11 05:00:00 UTC,91
2019-06-11 06:00:00 UTC,89
2019-06-11 07:00:00 UTC,86
2019-06-11 08:00:00 UTC,79
2019-06-11 09:00:00 UTC,72
2019-06-11 10:00:00 UTC,69
2019-06-11 11:00:00 UTC,63
2019-06-11 12:00:00 UTC,59
2019-06-11 13:00:00 UTC,55
2019-06-11 14:00:00 UTC,56
2019-06-11 15:00:00 UTC,60
2019-06-11 16:00:00 UTC,65
2019-06-11 17:00:00 UTC,65
2019-06-11 18:00:00 UTC,72
2019-06-11 19:00:00 UTC,77
2019-06-11 20:00:00 UTC,79
2019-06-11 21:00:00 UTC,81
2019-06-11 22:00:00 UTC,81
2019-06-11 23:00:00 UTC,82
2019-06-12 00:00:00 UTC,83
2019-06-12 01:00:00 UTC,84
2019-06-12 02:00:00 UTC,84
2019-06-12 03:00:00 UTC,85
2019-06-12 04:00:00 UTC,85
2019-06-12 05:00:00 UTC,85
2019-06-12 06:00:00 UTC,85
2019-06-12 07:00:00 UTC,77
2019-06-12 08:00:00 UTC,73
2019-06-12 09:00:00 UTC,68
2019-06-12 10:00:00 UTC,67
2019-06-12 11:00:00 UTC,67
2019-06-12 12:00:00 UTC,64
2019-06-12 13:00:00 UTC,62
2019-06-12 14:00:00 UTC,62
2019-06-12 15:00:00 UTC,63
2019-06-12 16:00:00 UTC,63
2019-06-12 17:00:00 UTC,63
2019-06-12 18:00:00 UTC,68
2019-06-12 19:00:00 UTC,74
2019-06-12 20:00:00 UTC,76
2019-06-12 21:00:00 UTC,79
2019-06-12 22:00:00 UTC,82
2019-06-12 23:00:00 UTC,85
2019-06-13 00:00:00 UTC,87
2019-06-13 01:00:00 UTC,89
2019-06-13 02:00:00 UTC,91
2019-06-13 03:00:00 UTC,90
2019-06-13 04:00:00 UTC,90
2019-06-13 05:00:00 UTC,90
2019-06-13 06:00:00 UTC,87
2019-06-13 07:00:00 UTC,77
2019-06-13 08:00:00 UTC,69
2019-06-13 09:00:00 UTC,63
2019-06-13 10:00:00 UTC,59
2019-06-13 11:00:00 UTC,55
2019-06-13 12:00:00 UTC,50
2019-06-13 13:00:00 UTC,50
2019-06-13 14:00:00 UTC,52
2019-06-13 15:00:00 UTC,54
2019-06-13 16:00:00 UTC,56
2019-06-13 17:00:00 UTC,56
2019-06-13 18:00:00 UTC,60
2019-06-13 19:00:00 UTC,66
2019-06-13 20:00:00 UTC,71
2019-06-13 21:00:00 UTC,76
2019-06-13 22:00:00 UTC,80
2019-06-13 23:00:00 UTC,85
2019-06-14 00:00:00 UTC,87
2019-06-14 01:00:00 UTC,88
2019-06-14 02:00:00 UTC,87
2019-06-14 03:00:00 UTC,87
2019-06-14 04:00:00 UTC,89
2019-06-14 05:00:00 UTC,90
2019-06-14 06:00:00 UTC,88
2019-06-14 07:00:00 UTC,79
2019-06-14 08:00:00 UTC,69
2019-06-14 09:00:00 UTC,61
2019-06-14 10:00:00 UTC,59
2019-06-14 11:00:00 UTC,58
2019-06-14 12:00:00 UTC,58
2019-06-14 13:00:00 UTC,56
2019-06-14 14:00:00 UTC,57
2019-06-14 15:00:00 UTC,56
2019-06-14 16:00:00 UTC,54
2019-06-14 17:00:00 UTC,56
2019-06-14 18:00:00 UTC,60
2019-06-14 19:00:00 UTC,66
2019-06-14 20:00:00 UTC,72
2019-06-14 21:00:00 UTC,77
2019-06-14 22:00:00 UTC,82
2019-06-14 23:00:00 UTC,88
2019-06-15 00:00:00 UTC,89
2019-06-15 01:00:00 UTC,91
2019-06-15 02:00:00 UTC,92
2019-06-15 03:00:00 UTC,92
2019-06-15 04:00:00 UTC,93
2019-06-15 05:00:00 UTC,94
2019-06-15 06:00:00 UTC,91
2019-06-15 07:00:00 UTC,80
2019-06-15 08:00:00 UTC,75
2019-06-15 09:00:00 UTC,66
2019-06-15 10:00:00 UTC,65
2019-06-15 11:00:00 UTC,63
2019-06-15 12:00:00 UTC,64
2019-06-15 13:00:00 UTC,65
2019-06-15 14:00:00 UTC,66
2019-06-15 15:00:00 UTC,68
2019-06-15 16:00:00 UTC,71
2019-06-15 17:00:00 UTC,69
2019-06-15 18:00:00 UTC,76
2019-06-15 19:00:00 UTC,81
2019-06-15 20:00:00 UTC,83
2019-06-15 21:00:00 UTC,84
2019-06-15 22:00:00 UTC,85
2019-06-15 23:00:00 UTC,86
2019-06-16 00:00:00 UTC,90
2019-06-16 01:00:00 UTC,90
2019-06-16 02:00:00 UTC,90
2019-06-16 03:00:00 UTC,91
2019-06-16 04:00:00 UTC,92
2019-06-16 05:00:00 UTC,93
2019-06-16 06:00:00 UTC,89
2019-06-16 07:00:00 UTC,81
2019-06-16 08:00:00 UTC,78
2019-06-16 09:00:00 UTC,72
2019-06-16 10:00:00 UTC,69
2019-06-16 11:00:00 UTC,67
2019-06-16 12:00:00 UTC,68
2019-06-16 13:00:00 UTC,70
2019-06-16 14:00:00 UTC,71
2019-06-16 15:00:00 UTC,72
2019-06-16 09:31:36 UTC,88.00
2019-06-16 10:31:33 UTC,90.60
2019-06-16 12:56:46 UTC,96.00
2019-06-16 16:25:04 UTC,96.80
2019-06-18 02:48:34 UTC,84.65
2019-06-16 16:25:04 UTC,96.80
2019-06-18 02:48:34 UTC,84.65
2019-06-16 16:25:04 UTC,96.80
2019-06-18 02:48:34 UTC,84.65
2019-06-18 02:52:34 UTC,83.50
2019-06-18 03:05:23 UTC,83.35
2019-06-18 03:07:24 UTC,82.35
2019-06-18 03:09:25 UTC,83.20
2019-06-18 03:11:27 UTC,82.00
2019-06-18 03:13:28 UTC,82.45
2019-06-18 03:15:27 UTC,82.10
2019-06-18 03:17:28 UTC,82.05
2019-06-18 03:19:30 UTC,82.75
2019-06-18 03:21:31 UTC,83.15
2019-06-18 03:23:33 UTC,82.90
2019-06-18 03:32:00 UTC,80.10
2019-06-18 03:34:01 UTC,75.25
2019-06-18 03:35:55 UTC,73.25
2019-06-18 03:37:58 UTC,71.10
2019-06-18 03:42:55 UTC,73.05
2019-06-18 03:44:53 UTC,70.85
2019-06-18 03:46:56 UTC,70.25
2019-06-18 03:48:49 UTC,71.50
2019-06-19 03:08:07 UTC,84.95
2019-06-19 03:10:05 UTC,83.15
2019-06-19 03:12:06 UTC,83.00
2019-06-19 03:14:01 UTC,82.90
2019-06-19 03:16:00 UTC,83.45
2019-06-19 03:17:59 UTC,83.05
2019-06-19 03:20:02 UTC,82.15
2019-06-19 03:21:59 UTC,82.10
2019-06-19 03:23:50 UTC,82.10
2019-06-19 03:25:49 UTC,82.00
2019-06-19 03:27:54 UTC,81.75
2019-06-19 03:33:59 UTC,80.40
2019-06-19 03:35:58 UTC,79.35
2019-06-19 03:37:57 UTC,78.00
2019-06-19 03:39:56 UTC,77.60
2019-06-19 03:47:45 UTC,75.65
2019-06-19 03:49:48 UTC,74.50
2019-06-19 03:54:13 UTC,74.40
2019-06-19 03:56:14 UTC,74.00
2019-06-19 03:58:09 UTC,73.85
2019-06-19 04:00:09 UTC,73.30
2019-06-19 04:02:03 UTC,72.80
2019-06-19 04:04:01 UTC,72.25
2019-06-19 04:06:00 UTC,71.80
2019-06-19 04:08:03 UTC,71.10
2019-06-19 04:09:58 UTC,70.70
2019-06-19 04:13:55 UTC,70.50
2019-06-19 04:15:57 UTC,70.05
2019-06-19 04:17:53 UTC,69.45
2019-07-03 03:41:31 UTC,93.45
2019-07-03 03:43:29 UTC,93.80
2019-07-03 03:45:28 UTC,94.00
2019-07-03 03:47:31 UTC,92.50
2019-07-03 03:49:26 UTC,90.15
2019-07-03 03:51:24 UTC,88.65
2019-07-03 03:53:23 UTC,89.80
2019-07-16 04:10:38 UTC,81.55
2019-07-16 04:12:42 UTC,81.40
2019-07-16 04:14:34 UTC,80.40
2019-07-16 04:16:34 UTC,79.95
2019-07-16 04:18:29 UTC,78.70
2019-07-16 04:49:08 UTC,74.20
2019-07-16 04:51:05 UTC,72.50
2019-07-16 04:53:02 UTC,72.30
2019-07-16 04:54:59 UTC,72.25
2019-07-16 04:56:56 UTC,71.95
2019-07-16 04:58:53 UTC,71.60
2019-07-16 05:00:55 UTC,71.55
2019-07-16 05:02:47 UTC,71.80
2019-07-16 05:04:43 UTC,71.85
2019-07-16 05:41:03 UTC,69.90
2019-07-16 05:42:58 UTC,69.90
2019-07-16 05:45:01 UTC,68.70
2019-07-16 05:46:55 UTC,67.95
2019-07-16 05:48:53 UTC,67.90
2019-07-16 05:50:52 UTC,68.25
2019-07-16 07:25:43 UTC,69.40
2019-07-16 07:27:32 UTC,69.85
2019-07-16 07:29:43 UTC,74.95
2019-07-16 07:31:41 UTC,71.85
2019-07-16 07:33:37 UTC,72.10
2019-07-16 07:35:34 UTC,72.45
2019-07-16 07:37:34 UTC,72.65
2019-07-16 07:39:32 UTC,73.80
2019-07-16 07:57:08 UTC,84.95
2019-07-16 07:59:06 UTC,85.30
2019-07-16 08:01:04 UTC,85.60
2019-07-16 08:03:05 UTC,87.15
2019-07-16 08:05:01 UTC,88.15
2019-07-16 08:07:00 UTC,88.30
2019-07-16 08:08:58 UTC,88.75
2019-07-16 08:10:57 UTC,88.85
2019-07-16 08:14:53 UTC,89.60
2019-07-16 08:16:57 UTC,89.95
2019-07-16 08:18:51 UTC,90.50
2019-06-16 12:56:46 UTC,96.00
2019-06-16 12:57:31 UTC,96.00
2019-06-16 16:25:04 UTC,96.80
2019-06-18 02:48:34 UTC,84.65
2019-06-18 02:52:34 UTC,83.50
2019-06-18 03:05:23 UTC,83.35
2019-06-18 03:07:24 UTC,82.35
2019-06-18 03:09:25 UTC,83.20
2019-06-18 03:11:27 UTC,82.00
2019-06-18 03:13:28 UTC,82.45
2019-06-18 03:15:27 UTC,82.10
2019-06-18 03:17:28 UTC,82.05
2019-06-18 03:19:30 UTC,82.75
2019-06-18 03:21:31 UTC,83.15
2019-06-18 03:23:33 UTC,82.90
2019-06-18 03:32:00 UTC,80.10
2019-06-18 03:34:01 UTC,75.25
2019-06-18 03:35:55 UTC,73.25
2019-06-18 03:37:58 UTC,71.10
2019-06-18 03:42:55 UTC,73.05
2019-06-18 03:44:53 UTC,70.85
2019-06-18 03:46:56 UTC,70.25
2019-06-18 03:48:49 UTC,71.50
2019-06-19 03:08:07 UTC,84.95
2019-06-19 03:10:05 UTC,83.15
2019-06-19 03:12:06 UTC,83.00
2019-06-19 03:14:01 UTC,82.90
2019-06-19 03:16:00 UTC,83.45
2019-06-19 03:17:59 UTC,83.05
2019-06-19 03:20:02 UTC,82.15
2019-06-19 03:21:59 UTC,82.10
2019-06-19 03:23:50 UTC,82.10
2019-06-19 03:25:49 UTC,82.00
2019-06-19 03:27:54 UTC,81.75
2019-06-19 03:33:59 UTC,80.40
2019-06-19 03:35:58 UTC,79.35
2019-06-19 03:37:57 UTC,78.00
2019-06-19 03:39:56 UTC,77.60
2019-06-19 03:47:45 UTC,75.65
2019-06-19 03:49:48 UTC,74.50
2019-06-19 03:54:13 UTC,74.40
2019-06-19 03:56:14 UTC,74.00
2019-06-19 03:58:09 UTC,73.85
2019-06-19 04:00:09 UTC,73.30
2019-06-19 04:02:03 UTC,72.80
2019-06-19 04:04:01 UTC,72.25
2019-06-19 04:06:00 UTC,71.80
2019-06-19 04:08:03 UTC,71.10
2019-06-19 04:09:58 UTC,70.70
2019-06-19 04:11:57 UTC,70.70
2019-06-19 04:13:55 UTC,70.50
2019-06-19 04:15:57 UTC,70.05
2019-06-19 04:17:53 UTC,69.45
2019-07-03 03:41:31 UTC,93.45
2019-07-03 03:43:29 UTC,93.80
2019-07-03 03:45:28 UTC,94.00
2019-07-03 03:47:31 UTC,92.50
2019-07-03 03:49:26 UTC,90.15
2019-07-03 03:51:24 UTC,88.65
2019-07-03 03:53:23 UTC,89.80
2019-07-16 04:10:38 UTC,81.55
2019-07-16 04:12:42 UTC,81.40
2019-07-16 04:14:34 UTC,80.40
2019-07-16 04:16:34 UTC,79.95
2019-07-16 04:18:29 UTC,78.70
2019-07-16 04:49:08 UTC,74.20
2019-07-16 04:51:05 UTC,72.50
2019-07-16 04:53:02 UTC,72.30
2019-07-16 04:54:59 UTC,72.25
2019-07-16 04:56:56 UTC,71.95
2019-07-16 04:58:53 UTC,71.60
2019-07-16 05:00:55 UTC,71.55
2019-07-16 05:02:47 UTC,71.80
2019-07-16 05:04:43 UTC,71.85
2019-07-16 05:41:03 UTC,69.90
2019-07-16 05:42:58 UTC,69.90
2019-07-16 05:45:01 UTC,68.70
2019-07-16 05:46:55 UTC,67.95
2019-07-16 05:48:53 UTC,67.90
2019-07-16 05:50:52 UTC,68.25
2019-07-16 07:25:43 UTC,69.40
2019-07-16 07:27:32 UTC,69.85
2019-07-16 07:29:43 UTC,74.95
2019-07-16 07:31:41 UTC,71.85
2019-07-16 07:33:37 UTC,72.10
2019-07-16 07:35:34 UTC,72.45
2019-07-16 07:37:34 UTC,72.65
2019-07-16 07:39:32 UTC,73.80
2019-07-16 07:57:08 UTC,84.95
2019-07-16 07:59:06 UTC,85.30
2019-07-16 08:01:04 UTC,85.60
2019-07-16 08:03:05 UTC,87.15
2019-07-16 08:05:01 UTC,88.15
2019-07-16 08:07:00 UTC,88.30
2019-07-16 08:08:58 UTC,88.75
2019-07-16 08:10:57 UTC,88.85
2019-07-16 08:14:53 UTC,89.60
2019-07-16 08:16:57 UTC,89.95
2019-07-16 08:18:51 UTC,90.50
2019-06-18 03:11:27 UTC,82.00
2019-06-18 03:13:28 UTC,82.45
2019-06-18 03:15:27 UTC,82.10
2019-06-18 03:17:28 UTC,82.05
2019-06-18 03:19:30 UTC,82.75
2019-06-18 03:21:31 UTC,83.15
2019-06-18 03:23:33 UTC,82.90
2019-06-18 03:32:00 UTC,80.10
2019-06-18 03:34:01 UTC,75.25
2019-06-18 03:35:55 UTC,73.25
2019-06-18 03:37:58 UTC,71.10
2019-06-18 03:42:55 UTC,73.05
2019-06-18 03:44:53 UTC,70.85
2019-06-18 03:46:56 UTC,70.25
2019-06-18 03:48:49 UTC,71.50
2019-06-19 03:08:07 UTC,84.95
2019-06-19 03:10:05 UTC,83.15
2019-06-19 03:12:06 UTC,83.00
2019-06-19 03:14:01 UTC,82.90
2019-06-19 03:16:00 UTC,83.45
2019-06-19 03:17:59 UTC,83.05
2019-06-19 03:20:02 UTC,82.15
2019-06-19 03:21:59 UTC,82.10
2019-06-19 03:23:50 UTC,82.10
2019-06-19 03:25:49 UTC,82.00
2019-06-19 03:27:54 UTC,81.75
2019-06-19 03:33:59 UTC,80.40
2019-06-19 03:35:58 UTC,79.35
2019-06-19 03:37:57 UTC,78.00
2019-06-19 03:39:56 UTC,77.60
2019-06-19 03:47:45 UTC,75.65
2019-06-19 03:49:48 UTC,74.50
2019-06-19 03:54:13 UTC,74.40
2019-06-19 03:56:14 UTC,74.00
2019-06-19 03:58:09 UTC,73.85
2019-06-19 04:00:09 UTC,73.30
2019-06-19 04:02:03 UTC,72.80
2019-06-19 04:04:01 UTC,72.25
2019-06-19 04:06:00 UTC,71.80
2019-06-19 04:08:03 UTC,71.10
2019-06-19 04:09:58 UTC,70.70
2019-06-19 04:11:57 UTC,70.70
2019-06-19 04:13:55 UTC,70.50
2019-06-19 04:15:57 UTC,70.05
2019-06-19 04:17:53 UTC,69.45
2019-07-03 03:41:31 UTC,93.45
2019-07-03 03:43:29 UTC,93.80
2019-07-03 03:45:28 UTC,94.00
2019-07-03 03:47:31 UTC,92.50
2019-07-03 03:49:26 UTC,90.15
2019-07-03 03:51:24 UTC,88.65
2019-07-03 03:53:23 UTC,89.80
2019-07-16 04:10:38 UTC,81.55
2019-07-16 04:12:42 UTC,81.40
2019-07-16 04:14:34 UTC,80.40
2019-07-16 04:16:34 UTC,79.95
2019-07-16 04:18:29 UTC,78.70
2019-07-16 04:49:08 UTC,74.20
2019-07-16 04:51:05 UTC,72.50
2019-07-16 04:53:02 UTC,72.30
2019-07-16 04:54:59 UTC,72.25
2019-07-16 04:56:56 UTC,71.95
2019-07-16 04:58:53 UTC,71.60
2019-07-16 05:00:55 UTC,71.55
2019-07-16 05:02:47 UTC,71.80
2019-07-16 05:04:43 UTC,71.85
2019-07-16 05:41:03 UTC,69.90
2019-07-16 05:42:58 UTC,69.90
2019-07-16 05:45:01 UTC,68.70
2019-07-16 05:46:55 UTC,67.95
2019-07-16 05:48:53 UTC,67.90
2019-07-16 05:50:52 UTC,68.25
2019-07-16 07:25:43 UTC,69.40
2019-07-16 07:27:32 UTC,69.85
2019-07-16 07:29:43 UTC,74.95
2019-07-16 07:31:41 UTC,71.85
2019-07-16 07:33:37 UTC,72.10
2019-07-16 07:35:34 UTC,72.45
2019-07-16 07:37:34 UTC,72.65
2019-07-16 07:39:32 UTC,73.80
2019-07-16 07:57:08 UTC,84.95
2019-07-16 07:59:06 UTC,85.30
2019-07-16 08:01:04 UTC,85.60
2019-07-16 08:03:05 UTC,87.15
2019-07-16 08:05:01 UTC,88.15
2019-07-16 08:07:00 UTC,88.30
2019-07-16 08:08:58 UTC,88.75
2019-07-16 08:10:57 UTC,88.85
2019-07-16 08:14:53 UTC,89.60
2019-07-16 08:16:57 UTC,89.95
2019-07-16 08:18:51 UTC,90.50
2019-06-18 02:48:34 UTC,84.65
2019-06-18 02:52:34 UTC,83.50
2019-06-18 03:05:23 UTC,83.35
2019-06-18 03:07:24 UTC,82.35
2019-06-18 03:09:25 UTC,83.20
2019-06-18 03:11:27 UTC,82.00
2019-06-18 03:13:28 UTC,82.45
2019-06-18 03:15:27 UTC,82.10
2019-06-18 03:17:28 UTC,82.05
2019-06-18 03:19:30 UTC,82.75
2019-06-18 03:21:31 UTC,83.15
2019-06-18 03:23:33 UTC,82.90
2019-06-18 03:32:00 UTC,80.10
2019-06-18 03:34:01 UTC,75.25
2019-06-18 03:35:55 UTC,73.25
2019-06-18 03:37:58 UTC,71.10
2019-06-18 03:42:55 UTC,73.05
2019-06-18 03:44:53 UTC,70.85
2019-06-18 03:46:56 UTC,70.25
2019-06-18 03:48:49 UTC,71.50
2019-06-19 03:08:07 UTC,84.95
2019-06-19 03:10:05 UTC,83.15
2019-06-19 03:12:06 UTC,83.00
2019-06-19 03:14:01 UTC,82.90
2019-06-19 03:16:00 UTC,83.45
2019-06-19 03:17:59 UTC,83.05
2019-06-19 03:20:02 UTC,82.15
2019-06-19 03:21:59 UTC,82.10
2019-06-19 03:23:50 UTC,82.10
2019-06-19 03:25:49 UTC,82.00
2019-06-19 03:27:54 UTC,81.75
2019-06-19 03:33:59 UTC,80.40
